Customer ID,Recency,Frequency,Monetary,logRecency,logFrequency,kmeansSegments
12415.0,12.0,4,15243.2,2.5649493574615367,1.6094379124341003,7
12416.0,293.0,1,202.56,5.683579767338681,0.6931471805599453,3
12417.0,47.0,11,2791.81,3.871201010907891,2.4849066497880004,8
12418.0,50.0,3,1352.62,3.9318256327243257,1.3862943611198906,5
12419.0,22.0,2,391.01,3.1354942159291497,1.0986122886681098,4
12421.0,52.0,2,235.56,3.970291913552122,1.0986122886681098,2
12422.0,31.0,9,2955.79,3.4657359027997265,2.302585092994046,8
12423.0,24.0,2,667.08,3.2188758248682006,1.0986122886681098,4
12424.0,59.0,2,1579.07,4.0943445622221,1.0986122886681098,2
12425.0,85.0,1,964.21,4.454347296253507,0.6931471805599453,2
12426.0,299.0,1,690.48,5.703782474656201,0.6931471805599453,3
12427.0,8.0,1,249.5,2.1972245773362196,0.6931471805599453,4
12429.0,2.0,5,3591.51,1.0986122886681098,1.791759469228055,1
12431.0,10.0,11,4145.52,2.3978952727983707,2.4849066497880004,8
12433.0,3.0,5,7205.39,1.3862943611198906,1.791759469228055,1
12434.0,18.0,1,297.29,2.9444389791664403,0.6931471805599453,4
12435.0,33.0,4,6096.04,3.5263605246161616,1.6094379124341003,7
12437.0,32.0,20,6834.99,3.4965075614664802,3.044522437723423,8
12439.0,319.0,2,1158.18,5.768320995793772,1.0986122886681098,3
12440.0,99.0,2,739.2,4.605170185988092,1.0986122886681098,2
12441.0,3.0,1,155.55,1.3862943611198906,0.6931471805599453,4
12443.0,369.0,1,365.31,5.91350300563827,0.6931471805599453,3
12445.0,57.0,1,301.58000000000004,4.060443010546419,0.6931471805599453,2
12449.0,75.0,1,678.6,4.330733340286331,0.6931471805599453,2
12450.0,36.0,3,490.32,3.6109179126442243,1.3862943611198906,7
12451.0,100.0,3,3634.36,4.61512051684126,1.3862943611198906,5
12454.0,32.0,3,12931.44,3.4965075614664802,1.3862943611198906,7
12455.0,82.0,4,3383.09,4.418840607796598,1.6094379124341003,5
12457.0,72.0,1,512.68,4.290459441148391,0.6931471805599453,2
12458.0,64.0,2,715.09,4.174387269895637,1.0986122886681098,2
12459.0,242.0,1,398.36,5.493061443340548,0.6931471805599453,3
12460.0,93.0,1,296.65,4.543294782270004,0.6931471805599453,2
12467.0,60.0,1,132.8,4.110873864173311,0.6931471805599453,2
12468.0,163.0,3,2581.2,5.099866427824199,1.3862943611198906,5
12469.0,159.0,2,3070.54,5.075173815233827,1.0986122886681098,3
12470.0,326.0,1,211.95,5.7899601708972535,0.6931471805599453,3
12471.0,11.0,31,15243.2,2.4849066497880004,3.4657359027997265,6
12472.0,6.0,13,10426.48,1.9459101490553132,2.6390573296152584,6
12474.0,15.0,11,4616.66,2.772588722239781,2.4849066497880004,8
12475.0,46.0,1,396.26,3.8501476017100584,0.6931471805599453,2
12476.0,34.0,7,6452.99,3.5553480614894135,2.0794415416798357,8
12477.0,36.0,3,7056.63,3.6109179126442243,1.3862943611198906,7
12480.0,36.0,3,1949.22,3.6109179126442243,1.3862943611198906,7
12481.0,2.0,5,6171.07,1.0986122886681098,1.791759469228055,1
12482.0,213.0,27,15243.2,5.365976015021851,3.332204510175204,8
12483.0,15.0,11,2181.6,2.772588722239781,2.4849066497880004,8
12484.0,120.0,5,1619.43,4.795790545596741,1.791759469228055,5
12485.0,166.0,1,708.1,5.117993812416755,0.6931471805599453,3
12486.0,68.0,1,917.28,4.23410650459726,0.6931471805599453,2
12487.0,367.0,1,285.29999999999995,5.908082938168931,0.6931471805599453,3
12490.0,15.0,10,3904.71,2.772588722239781,2.3978952727983707,8
12492.0,40.0,1,380.0,3.713572066704308,0.6931471805599453,2
12494.0,2.0,3,518.77,1.0986122886681098,1.3862943611198906,1
12495.0,277.0,1,277.4,5.627621113690637,0.6931471805599453,3
12496.0,257.0,2,54.09,5.552959584921617,1.0986122886681098,3
12497.0,37.0,2,5043.400000000001,3.6375861597263857,1.0986122886681098,2
12499.0,197.0,1,357.72,5.288267030694535,0.6931471805599453,3
12500.0,72.0,7,1499.39,4.290459441148391,2.0794415416798357,5
12503.0,221.0,1,896.0,5.402677381872279,0.6931471805599453,3
12504.0,54.0,2,261.0,4.007333185232471,1.0986122886681098,2
12505.0,45.0,1,787.2,3.828641396489095,0.6931471805599453,2
12507.0,221.0,1,455.25,5.402677381872279,0.6931471805599453,3
12510.0,96.0,5,2224.46,4.574710978503383,1.791759469228055,5
12511.0,65.0,1,3084.02,4.189654742026425,0.6931471805599453,2
12514.0,278.0,1,580.08,5.631211781821365,0.6931471805599453,3
12516.0,67.0,2,1102.56,4.219507705176107,1.0986122886681098,2
12519.0,113.0,1,349.7,4.736198448394496,0.6931471805599453,2
12523.0,11.0,12,2330.38,2.4849066497880004,2.5649493574615367,8
12524.0,25.0,9,5848.39,3.258096538021482,2.302585092994046,8
12525.0,135.0,3,883.73,4.912654885736052,1.3862943611198906,5
12527.0,131.0,2,386.8,4.882801922586371,1.0986122886681098,3
12529.0,165.0,1,316.48,5.111987788356544,0.6931471805599453,3
12530.0,52.0,5,1880.98,3.970291913552122,1.791759469228055,5
12531.0,323.0,1,1645.98,5.780743515792329,0.6931471805599453,3
12533.0,264.0,2,1223.89,5.579729825986222,1.0986122886681098,3
12537.0,45.0,1,612.94,3.828641396489095,0.6931471805599453,2
12538.0,15.0,1,276.5,2.772588722239781,0.6931471805599453,4
12539.0,87.0,3,5618.400000000001,4.477336814478207,1.3862943611198906,5
12540.0,15.0,15,7670.25,2.772588722239781,2.772588722239781,8
12542.0,121.0,2,481.88,4.804021044733257,1.0986122886681098,2
12543.0,85.0,1,840.25,4.454347296253507,0.6931471805599453,2
12547.0,137.0,1,147.78,4.927253685157205,0.6931471805599453,3
12549.0,212.0,5,1570.68,5.3612921657094255,1.791759469228055,5
12553.0,22.0,2,826.47,3.1354942159291497,1.0986122886681098,4
12554.0,85.0,1,384.5,4.454347296253507,0.6931471805599453,2
12557.0,8.0,4,6725.18,2.1972245773362196,1.6094379124341003,1
12562.0,22.0,2,1041.18,3.1354942159291497,1.0986122886681098,4
12563.0,45.0,1,221.24,3.828641396489095,0.6931471805599453,2
12567.0,4.0,7,3858.58,1.6094379124341003,2.0794415416798357,1
12568.0,281.0,1,52.0,5.641907070938114,0.6931471805599453,3
12573.0,18.0,4,556.87,2.9444389791664403,1.6094379124341003,7
12575.0,94.0,2,568.8199999999999,4.553876891600541,1.0986122886681098,2
12576.0,29.0,3,746.89,3.4011973816621555,1.3862943611198906,7
12577.0,18.0,5,995.9499999999999,2.9444389791664403,1.791759469228055,7
12578.0,22.0,2,1623.94,3.1354942159291497,1.0986122886681098,4
12580.0,213.0,1,583.1999999999999,5.365976015021851,0.6931471805599453,3
12582.0,59.0,2,1469.04,4.0943445622221,1.0986122886681098,2
12583.0,10.0,13,6590.0599999999995,2.3978952727983707,2.6390573296152584,6
12586.0,11.0,3,1865.73,2.4849066497880004,1.3862943611198906,7
12588.0,36.0,2,543.88,3.6109179126442243,1.0986122886681098,2
12589.0,58.0,4,2720.23,4.07753744390572,1.6094379124341003,5
12591.0,27.0,2,759.3,3.332204510175204,1.0986122886681098,4
12592.0,156.0,2,1322.04,5.056245805348308,1.0986122886681098,3
12594.0,15.0,5,1681.89,2.772588722239781,1.791759469228055,7
12595.0,141.0,1,281.02,4.955827057601261,0.6931471805599453,3
12598.0,100.0,3,1385.01,4.61512051684126,1.3862943611198906,5
12599.0,18.0,6,1138.14,2.9444389791664403,1.9459101490553132,7
12600.0,8.0,11,2133.31,2.1972245773362196,2.4849066497880004,1
12601.0,41.0,1,86.2,3.7376696182833684,0.6931471805599453,2
12605.0,13.0,3,1124.95,2.6390573296152584,1.3862943611198906,7
12608.0,41.0,1,415.79,3.7376696182833684,0.6931471805599453,2
12609.0,11.0,6,2057.01,2.4849066497880004,1.9459101490553132,1
12613.0,25.0,5,3202.69,3.258096538021482,1.791759469228055,7
12615.0,50.0,4,3269.79,3.9318256327243257,1.6094379124341003,5
12616.0,25.0,1,381.8,3.258096538021482,0.6931471805599453,4
12619.0,197.0,1,140.14,5.288267030694535,0.6931471805599453,3
12621.0,2.0,16,10114.14,1.0986122886681098,2.833213344056216,6
12623.0,53.0,6,3046.7400000000002,3.9889840465642745,1.9459101490553132,5
12625.0,146.0,2,2265.06,4.990432586778736,1.0986122886681098,3
12629.0,22.0,2,1198.22,3.1354942159291497,1.0986122886681098,4
12631.0,93.0,5,2841.07,4.543294782270004,1.791759469228055,5
12632.0,157.0,2,714.88,5.062595033026967,1.0986122886681098,3
12633.0,19.0,3,3226.18,2.995732273553991,1.3862943611198906,7
12634.0,185.0,1,360.0,5.225746673713202,0.6931471805599453,3
12635.0,29.0,2,1115.23,3.4011973816621555,1.0986122886681098,4
12637.0,15.0,4,2318.41,2.772588722239781,1.6094379124341003,7
12638.0,276.0,1,169.8,5.6240175061873385,0.6931471805599453,3
12639.0,71.0,2,706.27,4.276666119016055,1.0986122886681098,2
12643.0,22.0,5,4807.78,3.1354942159291497,1.791759469228055,7
12644.0,67.0,3,1422.58,4.219507705176107,1.3862943611198906,5
12645.0,46.0,4,1584.1200000000001,3.8501476017100584,1.6094379124341003,7
12647.0,4.0,26,11769.53,1.6094379124341003,3.295836866004329,6
12648.0,74.0,3,738.95,4.31748811353631,1.3862943611198906,5
12649.0,19.0,5,1527.1399999999999,2.995732273553991,1.791759469228055,7
12651.0,15.0,3,263.75,2.772588722239781,1.3862943611198906,7
12652.0,71.0,1,97.05000000000001,4.276666119016055,0.6931471805599453,2
12653.0,163.0,1,1950.98,5.099866427824199,0.6931471805599453,3
12655.0,60.0,1,243.35000000000002,4.110873864173311,0.6931471805599453,2
12656.0,62.0,3,2104.66,4.143134726391533,1.3862943611198906,5
12661.0,73.0,1,162.0,4.30406509320417,0.6931471805599453,2
12662.0,10.0,10,2830.2400000000002,2.3978952727983707,2.3978952727983707,1
12663.0,261.0,2,185.4,5.568344503761097,1.0986122886681098,3
12664.0,151.0,2,1028.16,5.0238805208462765,1.0986122886681098,3
12665.0,54.0,2,214.6,4.007333185232471,1.0986122886681098,2
12666.0,31.0,1,1248.42,3.4657359027997265,0.6931471805599453,4
12668.0,15.0,5,6790.53,2.772588722239781,1.791759469228055,7
12670.0,22.0,2,692.24,3.1354942159291497,1.0986122886681098,4
12671.0,243.0,1,2622.48,5.497168225293202,0.6931471805599453,3
12672.0,232.0,1,181.15,5.4510384535657,0.6931471805599453,3
12673.0,38.0,1,565.5,3.6635616461296463,0.6931471805599453,2
12675.0,190.0,2,874.5,5.25227342804663,1.0986122886681098,3
12676.0,45.0,4,1241.7,3.828641396489095,1.6094379124341003,7
12677.0,192.0,2,359.1,5.262690188904886,1.0986122886681098,3
12678.0,12.0,7,15243.2,2.5649493574615367,2.0794415416798357,1
12681.0,4.0,23,15243.2,1.6094379124341003,3.1780538303479458,6
12682.0,2.0,22,10665.69,1.0986122886681098,3.1354942159291497,6
12683.0,2.0,8,3788.21,1.0986122886681098,2.1972245773362196,1
12686.0,8.0,1,71.14,2.1972245773362196,0.6931471805599453,4
12687.0,117.0,1,1858.91,4.770684624465665,0.6931471805599453,2
12691.0,57.0,1,116.6,4.060443010546419,0.6931471805599453,2
12692.0,274.0,1,110.95,5.616771097666572,0.6931471805599453,3
12693.0,33.0,3,703.11,3.5263605246161616,1.3862943611198906,7
12694.0,58.0,1,901.68,4.07753744390572,0.6931471805599453,2
12695.0,165.0,3,789.02,5.111987788356544,1.3862943611198906,5
12696.0,71.0,2,731.91,4.276666119016055,1.0986122886681098,2
12698.0,227.0,1,285.75,5.429345628954441,0.6931471805599453,3
12699.0,54.0,1,566.11,4.007333185232471,0.6931471805599453,2
12701.0,166.0,4,1522.7,5.117993812416755,1.6094379124341003,5
12703.0,270.0,3,632.98,5.602118820879701,1.3862943611198906,5
12705.0,20.0,5,4731.81,3.044522437723423,1.791759469228055,7
12708.0,5.0,9,2295.19,1.791759469228055,2.302585092994046,1
12709.0,3.0,18,15243.2,1.3862943611198906,2.9444389791664403,6
12711.0,248.0,2,1213.05,5.517452896464707,1.0986122886681098,3
12712.0,2.0,10,2473.53,1.0986122886681098,2.3978952727983707,1
12714.0,25.0,7,8520.85,3.258096538021482,2.0794415416798357,8
12717.0,227.0,1,227.93,5.429345628954441,0.6931471805599453,3
12720.0,6.0,5,2190.94,1.9459101490553132,1.791759469228055,1
12721.0,22.0,2,1248.95,3.1354942159291497,1.0986122886681098,4
12724.0,20.0,3,1160.11,3.044522437723423,1.3862943611198906,7
12725.0,8.0,3,1906.76,2.1972245773362196,1.3862943611198906,7
12726.0,24.0,4,1279.5,3.2188758248682006,1.6094379124341003,7
12727.0,79.0,3,1464.8300000000002,4.382026634673881,1.3862943611198906,5
12728.0,20.0,1,197.84,3.044522437723423,0.6931471805599453,4
12730.0,158.0,1,703.25,5.0689042022202315,0.6931471805599453,3
12731.0,79.0,5,6879.8,4.382026634673881,1.791759469228055,5
12733.0,26.0,3,2040.07,3.295836866004329,1.3862943611198906,7
12734.0,11.0,2,493.25,2.4849066497880004,1.0986122886681098,4
12737.0,135.0,1,100.0,4.912654885736052,0.6931471805599453,3
12738.0,9.0,1,137.35,2.302585092994046,0.6931471805599453,4
12739.0,31.0,1,1445.69,3.4657359027997265,0.6931471805599453,4
12741.0,170.0,1,236.07,5.14166355650266,0.6931471805599453,3
12742.0,262.0,1,1201.52,5.572154032177765,0.6931471805599453,3
12744.0,96.0,4,4037.77,4.574710978503383,1.6094379124341003,5
12745.0,123.0,2,723.85,4.820281565605037,1.0986122886681098,2
12746.0,177.0,1,254.55,5.181783550292085,0.6931471805599453,3
12747.0,6.0,16,5080.53,1.9459101490553132,2.833213344056216,6
12748.0,2.0,31,15243.2,1.0986122886681098,3.4657359027997265,6
12749.0,36.0,4,2806.48,3.6109179126442243,1.6094379124341003,7
12751.0,81.0,1,268.27,4.406719247264253,0.6931471805599453,2
12755.0,2.0,10,5218.709999999999,1.0986122886681098,2.3978952727983707,1
12758.0,96.0,5,7111.650000000001,4.574710978503383,1.791759469228055,5
12759.0,23.0,5,3207.3,3.1780538303479458,1.791759469228055,7
12760.0,92.0,1,317.8,4.532599493153256,0.6931471805599453,2
12761.0,101.0,1,712.95,4.624972813284271,0.6931471805599453,2
12763.0,6.0,1,320.08,1.9459101490553132,0.6931471805599453,4
12765.0,109.0,6,1299.58,4.700480365792417,1.9459101490553132,5
12766.0,3.0,3,2658.65,1.3862943611198906,1.3862943611198906,1
12767.0,12.0,1,949.82,2.5649493574615367,0.6931471805599453,4
12768.0,87.0,1,168.69000000000003,4.477336814478207,0.6931471805599453,2
12770.0,93.0,1,1895.0,4.543294782270004,0.6931471805599453,2
12771.0,122.0,1,226.3,4.812184355372417,0.6931471805599453,3
12773.0,201.0,1,124.25,5.308267697401205,0.6931471805599453,3
12774.0,172.0,1,83.7,5.153291594497779,0.6931471805599453,3
12775.0,25.0,2,270.08,3.258096538021482,1.0986122886681098,4
12776.0,304.0,1,27.5,5.720311776607412,0.6931471805599453,3
12777.0,94.0,1,519.45,4.553876891600541,0.6931471805599453,2
12778.0,33.0,3,848.45,3.5263605246161616,1.3862943611198906,7
12779.0,8.0,7,2740.91,2.1972245773362196,2.0794415416798357,1
12780.0,235.0,1,322.4,5.4638318050256105,0.6931471805599453,3
12782.0,11.0,6,1923.32,2.4849066497880004,1.9459101490553132,1
12784.0,166.0,1,1034.33,5.117993812416755,0.6931471805599453,3
12785.0,172.0,2,648.45,5.153291594497779,1.0986122886681098,3
12786.0,246.0,1,668.5,5.5093883366279774,0.6931471805599453,3
12787.0,50.0,1,380.52,3.9318256327243257,0.6931471805599453,2
12788.0,100.0,4,384.9,4.61512051684126,1.6094379124341003,5
12789.0,149.0,2,148.5,5.0106352940962555,1.0986122886681098,3
12790.0,47.0,1,251.92999999999998,3.871201010907891,0.6931471805599453,2
12791.0,10.0,5,656.83,2.3978952727983707,1.791759469228055,1
12792.0,171.0,1,370.47,5.147494476813453,0.6931471805599453,3
12793.0,8.0,2,387.85,2.1972245773362196,1.0986122886681098,4
12796.0,265.0,1,351.0,5.583496308781699,0.6931471805599453,3
12797.0,2.0,2,468.08000000000004,1.0986122886681098,1.0986122886681098,4
12798.0,58.0,1,1533.8899999999999,4.07753744390572,0.6931471805599453,2
12799.0,166.0,1,219.35,5.117993812416755,0.6931471805599453,3
12800.0,107.0,2,500.25,4.68213122712422,1.0986122886681098,2
12801.0,137.0,1,871.82,4.927253685157205,0.6931471805599453,3
12802.0,81.0,4,1788.84,4.406719247264253,1.6094379124341003,5
12803.0,30.0,1,1017.81,3.4339872044851463,0.6931471805599453,4
12804.0,102.0,2,327.02,4.634728988229636,1.0986122886681098,2
12805.0,18.0,4,1230.95,2.9444389791664403,1.6094379124341003,7
12806.0,209.0,2,2558.96,5.3471075307174685,1.0986122886681098,3
12807.0,20.0,1,250.35,3.044522437723423,0.6931471805599453,4
12808.0,5.0,3,394.45,1.791759469228055,1.3862943611198906,1
12809.0,202.0,2,979.03,5.313205979041787,1.0986122886681098,3
12810.0,171.0,2,534.99,5.147494476813453,1.0986122886681098,3
12811.0,15.0,2,435.05,2.772588722239781,1.0986122886681098,4
12813.0,138.0,3,1621.8,4.9344739331306915,1.3862943611198906,5
12817.0,36.0,2,444.94,3.6109179126442243,1.0986122886681098,2
12819.0,95.0,1,540.52,4.564348191467836,0.6931471805599453,2
12820.0,34.0,7,1747.18,3.5553480614894135,2.0794415416798357,8
12821.0,248.0,1,128.07999999999998,5.517452896464707,0.6931471805599453,3
12823.0,31.0,13,4742.0,3.4657359027997265,2.6390573296152584,8
12825.0,158.0,2,518.63,5.0689042022202315,1.0986122886681098,3
12826.0,2.0,6,1481.03,1.0986122886681098,1.9459101490553132,1
12829.0,187.0,1,92.30000000000001,5.236441962829949,0.6931471805599453,3
12831.0,100.0,2,236.06,4.61512051684126,1.0986122886681098,2
12835.0,64.0,31,6043.31,4.174387269895637,3.4657359027997265,8
12836.0,26.0,11,3972.76,3.295836866004329,2.4849066497880004,8
12837.0,206.0,1,554.31,5.332718793265369,0.6931471805599453,3
12838.0,10.0,9,2715.35,2.3978952727983707,2.302585092994046,1
12839.0,4.0,13,4480.31,1.6094379124341003,2.6390573296152584,6
12840.0,74.0,3,1315.2,4.31748811353631,1.3862943611198906,5
12841.0,6.0,17,3518.33,1.9459101490553132,2.8903717578961645,6
12842.0,41.0,2,799.0,3.7376696182833684,1.0986122886681098,2
12843.0,19.0,21,4866.65,2.995732273553991,3.091042453358316,6
12844.0,79.0,2,322.64,4.382026634673881,1.0986122886681098,2
12847.0,24.0,1,765.36,3.2188758248682006,0.6931471805599453,4
12848.0,312.0,1,208.0,5.746203190540153,0.6931471805599453,3
12849.0,18.0,4,2030.82,2.9444389791664403,1.6094379124341003,7
12850.0,82.0,1,330.0,4.418840607796598,0.6931471805599453,2
12851.0,114.0,1,148.95,4.74493212836325,0.6931471805599453,2
12853.0,64.0,5,1950.4,4.174387269895637,1.791759469228055,5
12854.0,198.0,4,1669.52,5.293304824724492,1.6094379124341003,5
12855.0,9.0,4,612.84,2.302585092994046,1.6094379124341003,1
12857.0,73.0,4,2581.6,4.30406509320417,1.6094379124341003,5
12858.0,20.0,1,177.92,3.044522437723423,0.6931471805599453,4
12859.0,95.0,1,575.1,4.564348191467836,0.6931471805599453,2
12860.0,330.0,1,55.47,5.802118375377063,0.6931471805599453,3
12861.0,256.0,1,68.25,5.54907608489522,0.6931471805599453,3
12862.0,62.0,2,1008.3199999999999,4.143134726391533,1.0986122886681098,2
12863.0,16.0,5,2271.35,2.833213344056216,1.791759469228055,7
12864.0,145.0,1,152.45,4.983606621708336,0.6931471805599453,3
12865.0,15.0,2,1755.24,2.772588722239781,1.0986122886681098,4
12866.0,111.0,2,593.23,4.718498871295094,1.0986122886681098,2
12867.0,34.0,6,3876.47,3.5553480614894135,1.9459101490553132,7
12868.0,10.0,3,640.0,2.3978952727983707,1.3862943611198906,7
12869.0,318.0,1,337.66999999999996,5.765191102784844,0.6931471805599453,3
12870.0,12.0,3,1676.95,2.5649493574615367,1.3862943611198906,7
12871.0,76.0,1,363.38,4.343805421853684,0.6931471805599453,2
12872.0,2.0,11,3085.52,1.0986122886681098,2.4849066497880004,1
12873.0,34.0,2,1653.3,3.5553480614894135,1.0986122886681098,2
12874.0,22.0,2,873.42,3.1354942159291497,1.0986122886681098,4
12875.0,108.0,3,1013.76,4.6913478822291435,1.3862943611198906,5
12876.0,31.0,2,1698.77,3.4657359027997265,1.0986122886681098,4
12877.0,38.0,8,1419.4,3.6635616461296463,2.1972245773362196,8
12880.0,18.0,2,640.13,2.9444389791664403,1.0986122886681098,4
12887.0,20.0,1,222.4,3.044522437723423,0.6931471805599453,4
12889.0,18.0,4,385.46000000000004,2.9444389791664403,1.6094379124341003,7
12890.0,24.0,1,336.8,3.2188758248682006,0.6931471805599453,4
12891.0,95.0,8,509.5,4.564348191467836,2.1972245773362196,5
12892.0,33.0,1,263.38,3.5263605246161616,0.6931471805599453,2
12894.0,212.0,1,157.35,5.3612921657094255,0.6931471805599453,3
12897.0,18.0,2,297.75,2.9444389791664403,1.0986122886681098,4
12898.0,100.0,2,310.96000000000004,4.61512051684126,1.0986122886681098,2
12899.0,50.0,1,366.4,3.9318256327243257,0.6931471805599453,2
12900.0,59.0,1,340.33,4.0943445622221,0.6931471805599453,2
12903.0,65.0,1,833.53,4.189654742026425,0.6931471805599453,2
12905.0,213.0,2,1018.42,5.365976015021851,1.0986122886681098,3
12907.0,32.0,2,508.91,3.4965075614664802,1.0986122886681098,4
12908.0,17.0,3,1026.0,2.8903717578961645,1.3862943611198906,7
12909.0,61.0,3,924.52,4.127134385045092,1.3862943611198906,5
12910.0,16.0,5,2721.48,2.833213344056216,1.791759469228055,7
12911.0,188.0,1,1680.47,5.241747015059643,0.6931471805599453,3
12913.0,5.0,9,4217.2300000000005,1.791759469228055,2.302585092994046,1
12914.0,37.0,1,223.98,3.6375861597263857,0.6931471805599453,2
12915.0,9.0,3,811.1,2.302585092994046,1.3862943611198906,7
12916.0,79.0,3,1647.87,4.382026634673881,1.3862943611198906,5
12917.0,37.0,5,3765.2,3.6375861597263857,1.791759469228055,7
12920.0,208.0,3,323.86,5.342334251964811,1.3862943611198906,5
12921.0,3.0,31,15243.2,1.3862943611198906,3.4657359027997265,6
12923.0,27.0,2,612.9,3.332204510175204,1.0986122886681098,4
12924.0,30.0,8,1535.7,3.4339872044851463,2.1972245773362196,8
12925.0,229.0,1,35.28,5.438079308923196,0.6931471805599453,3
12926.0,48.0,4,1548.08,3.8918202981106265,1.6094379124341003,5
12927.0,31.0,1,197.31,3.4657359027997265,0.6931471805599453,4
12928.0,15.0,7,2242.19,2.772588722239781,2.0794415416798357,8
12931.0,17.0,31,15243.2,2.8903717578961645,3.4657359027997265,6
12932.0,176.0,8,1698.56,5.176149732573829,2.1972245773362196,5
12933.0,17.0,5,1079.5,2.8903717578961645,1.791759469228055,7
12934.0,373.0,1,181.65,5.924255797414532,0.6931471805599453,3
12935.0,12.0,8,2083.16,2.5649493574615367,2.1972245773362196,1
12937.0,100.0,5,1593.34,4.61512051684126,1.791759469228055,5
12939.0,16.0,12,13683.0,2.833213344056216,2.5649493574615367,8
12941.0,361.0,1,377.49,5.8916442118257715,0.6931471805599453,3
12942.0,2.0,1,258.75,1.0986122886681098,0.6931471805599453,4
12943.0,195.0,2,496.5,5.278114659230517,1.0986122886681098,3
12945.0,293.0,1,437.16,5.683579767338681,0.6931471805599453,3
12946.0,73.0,1,324.45,4.30406509320417,0.6931471805599453,2
12947.0,10.0,1,304.04,2.3978952727983707,0.6931471805599453,4
12948.0,367.0,2,252.48000000000002,5.908082938168931,1.0986122886681098,3
12949.0,19.0,14,11359.48,2.995732273553991,2.70805020110221,8
12951.0,23.0,9,2149.65,3.1780538303479458,2.302585092994046,8
12953.0,159.0,1,498.96000000000004,5.075173815233827,0.6931471805599453,3
12954.0,275.0,1,162.45,5.62040086571715,0.6931471805599453,3
12956.0,321.0,3,413.82,5.7745515455444085,1.3862943611198906,3
12957.0,178.0,5,4689.43,5.187385805840755,1.791759469228055,5
12958.0,37.0,2,539.49,3.6375861597263857,1.0986122886681098,2
12959.0,121.0,1,150.95,4.804021044733257,0.6931471805599453,3
